injury_report,tweet,clean
0,"When asked about Andrew Stevenson earlier, Dave Martinez said he wants to keep getting him four ABs a game in Rochester. Interested to see what the Nationals will do post-All Star break. I'd think there's a solid chance Stevenson comes back and Yadiel Hernandez is optioned.",When asked Andrew Stevenson earlier Dave Martinez said wants keep getting four ABs game Rochester Interested see Nationals postAll Star break I would think solid chance Stevenson comes back Yadiel Hernandez optioned
0,Hinch said Boyd is ‘penciled in’ to start at Comerica Park Sunday. Haase expected back Friday.,Hinch said Boyd penciled start Comerica Park Sunday Haase expected back Friday
0,"DK Metcalf struck out again in his second at-bat, but this time he fouled one off. I would wager that he didn't put the same effort into preparing for this game as he did his foray into track.",DK Metcalf struck second atbat time fouled one I would wager put effort preparing game foray track
0,"Cora said it's just an off day for Bogaerts.  'He texted me this morning and said, 'I could use one today.'' #RedSox",Cora said day Bogaerts He texted morning said I could use one today RedSox
0,"MLB has suspended Alek Manoah five games and fined him for ""intentionally throwing at Maikel Franco."" He will appeal.  Charlie Montoyo has also been suspended one game. He'll serve that tonight. #BlueJays",MLB suspended Alek Manoah five games fined intentionally throwing Maikel Franco He appeal Charlie Montoyo also suspended one game Hell serve tonight BlueJays
0,"Some Giants notes. Brandon Belt is starting baseball activities; Thairo Estrada, left fielder.   https://t.co/MPIGbLDurM",Some Giants notes Brandon Belt starting baseball activities Thairo Estrada left fielder httpstcoMPIGbLDurM
0,"Alex Cora said ""we're OK where we're at"" when asked if he feels like he's still one pitcher short in the 'pen. Also mentioned that they're really missing Ryan Brasier.",Alex Cora said OK asked feels like still one pitcher short pen Also mentioned really missing Ryan Brasier
0,"@Flamarlins93 Every team needs 40-man spots 😆  This deal overall would open up 1 extra spot for the Marlins, don't get greedy",Flamarlins Every team needs man spots This deal overall would open extra spot Marlins get greedy
0,@spencer_martin @BaseballJeff1 One of those rare cases where dealing off the major league roster ends up having a positive overall impact. 5.5 GB the day of that trade which turned out to be low water mark for season. Won division going away by 6 gm,spencermartin BaseballJeff One rare cases dealing major league roster ends positive overall impact GB day trade turned low water mark season Won division going away gm
0,Looking for a Wednesday win!  🆚 @CLBClippers 🏟️ Werner Park 🎟️  https://t.co/XoUcedd7mF 💪 LHP Foster Griffin ⏰ 7:05 p.m. CT 📻  https://t.co/ta5JRAIQZg  https://t.co/5dBHyErt3y,Looking Wednesday win CLBClippers Werner Park httpstcoXoUceddmF LHP Foster Griffin pm CT httpstcotaJRAIQZg httpstcodBHyErty
0,"ICYMI: We've got five more home games this year!   The Triple-A Final Stretch was announced yesterday, adding 10 total games to the season, five at @FirstHorizonPrk at the end of September.   All the details:  https://t.co/Y4Q89392TP  https://t.co/BVfubiEThm",ICYMI Weve got five home games year The TripleA Final Stretch announced yesterday adding total games season five FirstHorizonPrk end September All details httpstcoYQTP httpstcoBVfubiEThm
0,"The Giants optioned Mauricio Dubon. Thairo Estrada, who had a 1.057 OPS in Triple-A, takes his spot.",The Giants optioned Mauricio Dubon Thairo Estrada OPS TripleA takes spot
0,Phillies’ rough day gets worse after ninth-inning rally falls short and other observations from 8-7 loss to Diamondbacks  https://t.co/bCh5EJoutC,Phillies rough day gets worse ninthinning rally falls short observations loss Diamondbacks httpstcobChEJoutC
0,"Aaron Boone says Wandy Peralta could ""possibly"" go more than one inning if he's very efficient to start tonight.  He said the bullpen is locked and loaded to cover the rest of the game.",Aaron Boone says Wandy Peralta could possibly go one inning efficient start tonight He said bullpen locked loaded cover rest game
0,@Sam_Mullan28 The agents of Mike Moustakas and Nick Castellanos would disagree with you.,SamMullan The agents Mike Moustakas Nick Castellanos would disagree
0,"Dodgers vs RH Alcántara:  Betts 9, Muncy 3, Beaty 7, Bellinger 8, Smith 2, Taylor 4, Lux 6, McKinstry 5, Urías LHP",Dodgers vs RH Alcántara Betts Muncy Beaty Bellinger Smith Taylor Lux McKinstry Urías LHP
0,David Bell said he anticipates activating Jeff Hoffman after the break.  “He is a guy that we’ll want as one of our 13 or 14 pitchers on our staff.”  No role determination yet.,David Bell said anticipates activating Jeff Hoffman break He guy want one pitchers staff No role determination yet
0,Everything said about Marlins ejections after Pablo Lopez hit Braves’ Ronald Acuna Jr.  https://t.co/MoJ5o7gLio,Everything said Marlins ejections Pablo Lopez hit Braves Ronald Acuna Jr httpstcoMoJogLio
0,"When it comes to weather forecasting by the Cubs, add Royals manager Mike Matheny to the long list of skeptics.   https://t.co/VjmpM4pK8K",When comes weather forecasting Cubs add Royals manager Mike Matheny long list skeptics httpstcoVjmpMpKK
0,"#Cubs lineup vs #Dbacks 7/17 (3:10 CT): Contreras C, Rizzo 1B, Báez SS, Bryant 3B, Heyward RF, Hoerner 2B, Happ LF, Ortega CF, Alzolay P",Cubs lineup vs Dbacks CT Contreras C Rizzo B Báez SS Bryant B Heyward RF Hoerner B Happ LF Ortega CF Alzolay P
0,@CavemanGamer Personally I don’t think the reports are 100% true. I can imagine their being more focus of development but I don’t think it means full fcw. I think it likely will be more like how nxt was in the wwe network years - where there was a faster progression to move ppl up,CavemanGamer Personally I think reports true I imagine focus development I think means full fcw I think likely like nxt wwe network years faster progression move ppl
0,Tyler Beede heads back to Sacramento; Giants call up Caleb Baragar  https://t.co/m1z2iqKa2N via @sfchronicle,Tyler Beede heads back Sacramento Giants call Caleb Baragar httpstcomziqKaN via sfchronicle
0,Aaron Judge getting ready for BP  https://t.co/xlTX8Zcnwm,Aaron Judge getting ready BP httpstcoxlTXZcnwm
0,Tony La Russa said Craig Kimbrel was not available tonight. He said it was not an arm related situation,Tony La Russa said Craig Kimbrel available tonight He said arm related situation
0,"Even more O's roster news - Orioles claimed RHP Shaun Anderson off waivers from Texas and optioned him to AAA Norfolk.  Also, RHP Konner Wade has been DFA and INF/OF Stevie Wilkerson has cleared outright waivers and accepted an assignment to Triple-A Norfolk.",Even Os roster news Orioles claimed RHP Shaun Anderson waivers Texas optioned AAA Norfolk Also RHP Konner Wade DFA INFOF Stevie Wilkerson cleared outright waivers accepted assignment TripleA Norfolk
0,"He has to show that he can hit RHP more consistently. But good grief, if you think this is among their most serious problems I can’t help you. Know Thy Team.",He show hit RHP consistently But good grief think among serious problems I help Know Thy Team
0,"News: Manny Machado replaces Ronald Acuña Jr. on NL All-Star team, marking Machado’s first appearance with the @Padres. @MLBNetwork @MLB",News Manny Machado replaces Ronald Acuña Jr NL AllStar team marking Machado first appearance Padres MLBNetwork MLB
0,"As expected, Dave Martinez confirms that Jon Lester will start here tomorrow.   Other notes: Just a rest day for Victor Robles with him diving around the OF in recent games … Andrew Stevenson like stays with Red Wings until the break … Eyeing post-break return for Alex Avila.",As expected Dave Martinez confirms Jon Lester start tomorrow Other notes Just rest day Victor Robles diving around OF recent games Andrew Stevenson like stays Red Wings break Eyeing postbreak return Alex Avila
0,"Ryan Pressly said his wife’s doctor told them “absolutely no flying” and that their son could come at any day.   “It’s a tough decision to make, but it’s one of those decisions where I have to put family first.”",Ryan Pressly said wife doctor told absolutely flying son could come day It tough decision make one decisions I put family first
0,"Luis García set to make his #stlcards debut in the bottom of the inning. Told us on the field this morning that he had a Triple-A opt out on July 1, and since the Yankees didn’t call him up, here he is.",Luis García set make stlcards debut bottom inning Told us field morning TripleA opt July since Yankees call
0,"Miguel Rojas called Don Mattingly ""my father in baseball."" Mattingly has been his only #MLB manager, dating back to his time in L.A. #Marlins",Miguel Rojas called Don Mattingly father baseball Mattingly MLB manager dating back time LA Marlins
0,"The Padres lost their MVP candidate last month. But they're getting another MVP-level performance in the middle of their lineup these days. (Plus notes on Tatis, Lamet)   https://t.co/BiwCEcVBEl",The Padres lost MVP candidate last month But getting another MVPlevel performance middle lineup days Plus notes Tatis Lamet httpstcoBiwCEcVBEl
0,"#KBO: LG Twins announced today their new 1B Justin Bour @bour41 will arrive in Korea on July 15. He'll serve his mandatory 14-day quarantine, but that should still give him enough time to train and join the Twins in time for the resumption of the season on Aug. 10.",KBO LG Twins announced today new B Justin Bour bour arrive Korea July Hell serve mandatory day quarantine still give enough time train join Twins time resumption season Aug
0,"Was just starting to think of the possibility of #Rays throwing 2 complete games* within 6 weeks after going 5 plus years without one, and Sherriff is throwing in bullpen.  (* Yes it's a CG for the full 7 innings in a doubleheader these days.)",Was starting think possibility Rays throwing complete games within weeks going plus years without one Sherriff throwing bullpen Yes CG full innings doubleheader days
0,George Springer is back in the lineup.  I'm back in my living room.  And this... is the #BlueJays Beat Report:  https://t.co/OSK9dLrsSZ,George Springer back lineup I back living room And BlueJays Beat Report httpstcoOSKdLrsSZ
0,"Jack Nicklaus on his Donald Trump endorsement, Tiger’s future — and a pickleball injury  https://t.co/gdfnRPE873",Jack Nicklaus Donald Trump endorsement Tiger future pickleball injury httpstcogdfnRPE
0,"Kevin Cash said he hasn't narrowed down Tuesday's American League All-Star Game starting pitcher, but that it will be one of the four pitchers voted as starters (Gerrit Cole, Lance Lynn, Carlos Rodon, Shohei Ohtani). #Rays",Kevin Cash said narrowed Tuesdays American League AllStar Game starting pitcher one four pitchers voted starters Gerrit Cole Lance Lynn Carlos Rodon Shohei Ohtani Rays
0,"Tonight for Sunday Night Baseball at 6p: warm &amp; gusty south winds out to LF 10-20mph - chance for a shower or storm throughout.   Here’s one model’s guess at what radar might look like late game, around 9pm, with storms moving toward the city.  https://t.co/RMCs3nEA70",Tonight Sunday Night Baseball p warm amp gusty south winds LF mph chance shower storm throughout Here one model guess radar might look like late game around pm storms moving toward city httpstcoRMCsnEA
0,Sunday 7: N’Keal Harry could still have role with Patriots  https://t.co/smCUD3drwF,Sunday N Keal Harry could still role Patriots httpstcosmCUDdrwF
0,#Pirates Lineup 08/26/21  1. Ben Gamel LF 2. Michael Chavis 2B 3. Bryan Reynolds CF 4. Colin Moran 1B 5. Wilmer Difo 3B 6. Gregory Polanco RF 7. Kevin Newman SS 8. Michael Perez C 9. Mitch Keller P  Starting Pitcher : Mitch Keller,Pirates Lineup Ben Gamel LF Michael Chavis B Bryan Reynolds CF Colin Moran B Wilmer Difo B Gregory Polanco RF Kevin Newman SS Michael Perez C Mitch Keller P Starting Pitcher Mitch Keller
0,Stephen Piscotty understood the assignment  #RiseAndGrind  https://t.co/yenLBPdx2F,Stephen Piscotty understood assignment RiseAndGrind httpstcoyenLBPdxF
0,"If a game is canceled and can't be rescheduled within the current 18-week schedule due to a Covid outbreak, neither team’s players will receive their weekly salary.",If game canceled rescheduled within current week schedule due Covid outbreak neither team players receive weekly salary
0,Could Jake Reed be yet another talented player that the #MNTwins are going to miss out on? @NoDakTwinsFan examines that possibility in his latest article.  https://t.co/j1ABVHORnq,Could Jake Reed yet another talented player MNTwins going miss NoDakTwinsFan examines possibility latest article httpstcojABVHORnq
0,"Which would feel worse for you?  Scenario 1 – If the #MNTwins paid big for Buxton and he ended up having a career depleted by injuries?  Scenario 2 – If they let him go and he becomes ""the next David Ortiz"" for another ballclub?",Which would feel worse Scenario If MNTwins paid big Buxton ended career depleted injuries Scenario If let go becomes next David Ortiz another ballclub
0,"Pirates Promote Santiago Florez to Greensboro, Jack Herman to Bradenton #Pirates  https://t.co/d5lwNJ1F9V",Pirates Promote Santiago Florez Greensboro Jack Herman Bradenton Pirates httpstcodlwNJFV
0,@jasoncarreira I'm not at liberty or justice to say,jasoncarreira I liberty justice say
0,"The #Brewers notes provided by @MikeVassallo13 give us this interesting tidbit: During the 10-game winning streak, team has plus-47 run differential (73-26). Prior to that, it was minus-7 (291-298) for the entire season.",The Brewers notes provided MikeVassallo give us interesting tidbit During game winning streak team plus run differential Prior minus entire season
0,"Plan is for Spencer Howard to work as a starter in triple-A. No timetable for his return. Howard said he views the move as a long-term benefit to help finish off his development, specifically to improve his offspeed pitches.",Plan Spencer Howard work starter tripleA No timetable return Howard said views move longterm benefit help finish development specifically improve offspeed pitches
0,Rehabbing @SFGiants third baseman Evan Longoria belts a robust homer for the @RiverCats.  https://t.co/lmQ4Rw9LJ8,Rehabbing SFGiants third baseman Evan Longoria belts robust homer RiverCats httpstcolmQRwLJ
0,"Mitch Keller's return to the Pirates' rotation didn't go great from a results standpoint, but he and the team are focusing on the positives, like that he looked ""much more confident.""  Check out what we've got on DKPS:  https://t.co/Pt2OIKlBhZ  https://t.co/SX4ztKUjJe",Mitch Kellers return Pirates rotation go great results standpoint team focusing positives like looked much confident Check got DKPS httpstcoPtOIKlBhZ httpstcoSXztKUjJe
0,#Dodgers are recalling Brusdar Graterol to take Bauer's spot on the roster during his time on administrative leave.,Dodgers recalling Brusdar Graterol take Bauers spot roster time administrative leave
0,BIG MEN UPFRONT - AND DAK UPRIGHT  Can #Cowboys Tackles Stay Healthy - To Keep #DakPrescott Healthy?  https://t.co/EO8GUkLvnh - @BlitzcastNFL,BIG MEN UPFRONT AND DAK UPRIGHT Can Cowboys Tackles Stay Healthy To Keep DakPrescott Healthy httpstcoEOGUkLvnh BlitzcastNFL
0,Hoy Park reportedly is headed to the big leagues.,Hoy Park reportedly headed big leagues
0,The #Rockies (6-31 on the road) face the Diamondbacks (23-63)  LF Raimel Tapia CF Yonathan Daza SS Trevor Story RF Charlie Blackmon 2B Brendan Rodgers 3B Ryan McMahon 1B CJ Cron C Elias Díaz P Jon Gray,The Rockies road face Diamondbacks LF Raimel Tapia CF Yonathan Daza SS Trevor Story RF Charlie Blackmon B Brendan Rodgers B Ryan McMahon B CJ Cron C Elias Díaz P Jon Gray
0,"Broncos podcast: Breaking down preseason finale against Rams, Courtland Sutton and Von Miller’s return, special teams and more  https://t.co/2JxbOAdQcz",Broncos podcast Breaking preseason finale Rams Courtland Sutton Von Miller return special teams httpstcoJxbOAdQcz
0,"Zaidi met with reporters. Said starting pitching depth is biggest concern; they're happy with this group &amp; said shake-ups could affect dynamic; with pitchers on expiring deals, ""The way we're playing I think we're gonna be motivated to keep a lot of these guys beyond this year""",Zaidi met reporters Said starting pitching depth biggest concern happy group amp said shakeups could affect dynamic pitchers expiring deals The way playing I think gon na motivated keep lot guys beyond year
0,Good to see in the #Rays minor league notes that Brendan McKay is to pitch tomorrow in the Florida Complex League.,Good see Rays minor league notes Brendan McKay pitch tomorrow Florida Complex League
0,@Mr_Jay369 Kimbrel's WPA with the White Sox is negative due to a similar catastrophe against the Cubs. All things considered I think Kimbrel's probably the better pitcher but I'm pretty indifferent between who does what.,MrJay Kimbrels WPA White Sox negative due similar catastrophe Cubs All things considered I think Kimbrels probably better pitcher I pretty indifferent
0,"Right-hander Andrew McInvale is minor-leaguer going to #Marlins with Joe Panik in #BlueJays trade for reliever Adam Cimber and outfielder Corey Dickerson, per multiple industry sources",Righthander Andrew McInvale minorleaguer going Marlins Joe Panik BlueJays trade reliever Adam Cimber outfielder Corey Dickerson per multiple industry sources
0,🚨New pod🚨 The #Astros split the series vs. #Dodgers   after Jake Odorizzi gives up 4 homers. @EricTalksStros and @HtownWheelhouse discuss on @LockedOnAstros podcast ⚾️ Correa takes Joe Kelly deep ⚾️ Altuve strikes out a lot 🎧  https://t.co/cTQ81ICpZY 🎥  https://t.co/nOMJ4pEeTn  https://t.co/TjzaJcmJ95,The Astros split series vs Dodgers Jake Odorizzi gives homers EricTalksStros HtownWheelhouse discuss LockedOnAstros podcast Correa takes Joe Kelly deep Altuve strikes lot httpstcocTQICpZY httpstconOMJpEeTn httpstcoTjzaJcmJ
0,"The Padres promoted righty reliever James Norwood. He made 23 appearances with the Cubs from 2018-20. In 17 innings with El Paso, he posted 29 strikeouts and seven walks.",The Padres promoted righty reliever James Norwood He made appearances Cubs In innings El Paso posted strikeouts seven walks
0,"After missing three weeks, Nick Castellanos was back in the Reds lineup.  https://t.co/GWaZRUB7kG",After missing three weeks Nick Castellanos back Reds lineup httpstcoGWaZRUBkG
0,I’m told the Diamondbacks are promoting recently acquired pitcher Keegan Curtis to Triple-A. Had been pitching for Somerset before the Yankees traded him.,I told Diamondbacks promoting recently acquired pitcher Keegan Curtis TripleA Had pitching Somerset Yankees traded
0,"Should be able to get more, Stephen, but not dealing from a position of strength.",Should able get Stephen dealing position strength
0,Jon Gray is the pinch runner. He did this earlier this season when Kyle Freeland had to be removed,Jon Gray pinch runner He earlier season Kyle Freeland removed
0,@ChrisLee1515 Stopped hurting for a while but then I did like 4 reps of shoulder press and couldn’t get it up after and it’s been a dull pain since  Somethings definitely wrong lol,ChrisLee Stopped hurting I like reps shoulder press get dull pain since Somethings definitely wrong lol
0,Live look at Scott Foster in the referees locker room  https://t.co/StBwKDa9I2,Live look Scott Foster referees locker room httpstcoStBwKDaI
0,"Sal Perez took an at-bat as a pinch hitter late in today's game. Mike Matheny said had they had the DH, Salvy ""possibly"" could have been in the lineup. They were playing in the NL ballpark.",Sal Perez took atbat pinch hitter late todays game Mike Matheny said DH Salvy possibly could lineup They playing NL ballpark
0,"After #ResilientSF pulled off another comeback victory, check out @giantprospectiv latest piece on #SFGiants 11th round draft pick Donovan McIntyre. Selected out of Marian Catholic HS (IL), McIntyre chatted with Wrenzie about his path to pro baseball.  https://t.co/xb2nDch0xO",After ResilientSF pulled another comeback victory check giantprospectiv latest piece SFGiants th round draft pick Donovan McIntyre Selected Marian Catholic HS IL McIntyre chatted Wrenzie path pro baseball httpstcoxbnDchxO
0,@MLBStats @Padres On paper sure? I think the White Sox will perform better than the Yankees and Nationals. I also think the Brewers and Braves will perform better than the Phillies. Reds are a toss up after loosing Bauer and seeing how Sonny is to start the season.,MLBStats Padres On paper sure I think White Sox perform better Yankees Nationals I also think Brewers Braves perform better Phillies Reds toss loosing Bauer seeing Sonny start season
0,Reds notes  -Prospect Mark Kolozsvary on his anticipation to play for Team USA in the Olympics -Tyler Naquin update -Michael Lorenzen update    https://t.co/v1Z4GyXKyM,Reds notes Prospect Mark Kolozsvary anticipation play Team USA Olympics Tyler Naquin update Michael Lorenzen update httpstcovZGyXKyM
0,"No limitations will be placed on Game 2 starter Aaron Ashby, manager Craig Counsell says.",No limitations placed Game starter Aaron Ashby manager Craig Counsell says
0,"The #SFGiants recalled Joey Bart and optioned Logan Webb to Triple-A.  They can call Webb up the next time they need a fifth starter, so this gives them an extra position player for the next two days.",The SFGiants recalled Joey Bart optioned Logan Webb TripleA They call Webb next time need fifth starter gives extra position player next two days
0,"After three long weeks, @giantprospectiv returns with a complete rundown of the pitching prospects throughout the #SFGiants farm system.  https://t.co/TB1bWllOI6",After three long weeks giantprospectiv returns complete rundown pitching prospects throughout SFGiants farm system httpstcoTBbWllOI
0,"The Red Sox may piggyback starters or taper some of them back in the second half coming of a short season last year. Now fully healthy Tanner Houck will be in the mix.  “There’s no restriction at all with any pitches thrown. It’s Tanner Houck electricity.""  https://t.co/Kmtp2Apcd6",The Red Sox may piggyback starters taper back second half coming short season last year Now fully healthy Tanner Houck mix There restriction pitches thrown It Tanner Houck electricity httpstcoKmtpApcd
0,Me when I notice someone even mildly attractive looking in my direction.,Me I notice someone even mildly attractive looking direction
0,Triple-A Indianapolis made the signing of Dee Strange-Gordon official. He is active tonight.,TripleA Indianapolis made signing Dee StrangeGordon official He active tonight
0,"Giants win 5-2, take series three games to one, they're an ML best 53-30 and maintain half game lead in NL West. DeSclafani improves to 9-3, and in biggest/best news for team: Posey doesn't have a fracture.",Giants win take series three games one ML best maintain half game lead NL West DeSclafani improves biggestbest news team Posey fracture
0,"Nationals game notes have tomorrow's starter as TBA. Lester pitching on normal rest today, but then Corbin (Wednesday) and Scherzer (Thursday) will each get an extra day of rest.",Nationals game notes tomorrows starter TBA Lester pitching normal rest today Corbin Wednesday Scherzer Thursday get extra day rest
0,Mets offense has struggled all year but seeing who's had to be used to pinch hit late further explains what's also happened all year to Mets roster.,Mets offense struggled year seeing used pinch hit late explains also happened year Mets roster
0,"The Twins start a 4-game series tonight vs. the Angels, the big story is the trade of Nelson Cruz to Tampa Bay. We will hear from Nelson on the trade coming up on the Edina Realty Pregame Lineup Card at 6:30 on @ticasino baseball network, @wccoradio, @1029TheWolfMN &amp; @Audacy app.",The Twins start game series tonight vs Angels big story trade Nelson Cruz Tampa Bay We hear Nelson trade coming Edina Realty Pregame Lineup Card ticasino baseball network wccoradio TheWolfMN amp Audacy app
0,"Even more moving parts for Red Sox: Kiké will get more time at 2B with Duran up, Arroyo working out at 1B.",Even moving parts Red Sox Kiké get time B Duran Arroyo working B
0,Tingler feels “confident” that Snell will start tomorrow.,Tingler feels confident Snell start tomorrow
0,"Final: Lehigh Valley 5, RailRiders 4.  RailRiders won't be back in Moosic until Aug. 31.",Final Lehigh Valley RailRiders RailRiders back Moosic Aug
0,"#Bluejays spokesperson on possible return to T.O: ""The Blue Jays have submitted a proposal to the federal government after receiving support from the city and province. We continue to push towards our goal of coming home to our fans at Rogers Centre this summer.""",Bluejays spokesperson possible return TO The Blue Jays submitted proposal federal government receiving support city province We continue push towards goal coming home fans Rogers Centre summer
0,Derek Shelton said Max Kranick will be sent back to Indy after tonight. Just a spot start for now. Adds that doesn't mean he won't be back.,Derek Shelton said Max Kranick sent back Indy tonight Just spot start Adds mean back
0,"On Baseball: #RedSox beat #Yankees again. But for Alex Cora, it’s not time to gloat as rivals deal with Covid outbreak:   https://t.co/rkk5Y8BurI",On Baseball RedSox beat Yankees But Alex Cora time gloat rivals deal Covid outbreak httpstcorkkYBurI
0,Strong practice from Jalen Mills. Nearly picked Newton’s first attempt in 11-on-11s. Broke up a Mac Jones pass for N’Keal Harry. Nearly picked Newton again in 7-on-7s. Stride for stride with Isaiah Zuber to help force another incompletion on an accurate deep ball from Jones.,Strong practice Jalen Mills Nearly picked Newton first attempt ons Broke Mac Jones pass N Keal Harry Nearly picked Newton ons Stride stride Isaiah Zuber help force another incompletion accurate deep ball Jones
