,tweet,clean,injury_report,model_predictions
2294,@spencer_martin @BaseballJeff1 One of those rare cases where dealing off the major league roster ends up having a positive overall impact. 5.5 GB the day of that trade which turned out to be low water mark for season. Won division going away by 6 gm,spencermartin BaseballJeff One rare cases dealing major league roster ends positive overall impact GB day trade turned low water mark season Won division going away gm,0,1
2314,"ESPN's Jay Williams tests positive for coronavirus, won't broadcast rest of NBA Finals on ABC  https://t.co/KreOjtCJ8x",ESPNs Jay Williams tests positive coronavirus broadcast rest NBA Finals ABC httpstcoKreOjtCJx,0,1
2380,"That's game. Reds 11, Pirates 3.  Reynolds fell a double shy of the cycle. Alford doubled twice and had three hits in his return to the bigs.  Abandon all hope ye who check the boxscore after that.  Pirates fall to 41-70. This series will come to a merciful end tomorrow afternoon",Thats game Reds Pirates Reynolds fell double shy cycle Alford doubled twice three hits return bigs Abandon hope ye check boxscore Pirates fall This series come merciful end tomorrow afternoon,0,1
2444,"When it comes to weather forecasting by the Cubs, add Royals manager Mike Matheny to the long list of skeptics.   https://t.co/VjmpM4pK8K",When comes weather forecasting Cubs add Royals manager Mike Matheny long list skeptics httpstcoVjmpMpKK,0,1
2472,Another Decade Together: Paul Wesley and Ian Somerhalder Talk Their Newly Launched Bourbon Brand Brother’s Bond  https://t.co/d44ZtBvorL,Another Decade Together Paul Wesley Ian Somerhalder Talk Their Newly Launched Bourbon Brand Brother Bond httpstcodZtBvorL,0,1
2528,New from @DJ_Bean: Trade? Sure. Expansion draft? No. The Bruins should be careful with how they handle Jake DeBrusk this offseason.  https://t.co/sIVGsop0IK,New DJBean Trade Sure Expansion draft No The Bruins careful handle Jake DeBrusk offseason httpstcosIVGsopIK,0,1
2535,@NDTwinsfan Possible. Really not sure. This was his first on 5 days rest since May too.,NDTwinsfan Possible Really sure This first days rest since May,0,1
2550,Tony La Russa said Craig Kimbrel was not available tonight. He said it was not an arm related situation,Tony La Russa said Craig Kimbrel available tonight He said arm related situation,0,1
2571,It won't be long before Max Fried starts getting the Barry Bonds treatment.,It long Max Fried starts getting Barry Bonds treatment,0,1
2576,Chicago Cubs Lineup: Michael Hermosillo Is Leading Off -  https://t.co/pKGMFwCvGp  https://t.co/GoUWAkY1lm,Chicago Cubs Lineup Michael Hermosillo Is Leading Off httpstcopKGMFwCvGp httpstcoGoUWAkYlm,0,1
2599,"He has to show that he can hit RHP more consistently. But good grief, if you think this is among their most serious problems I can’t help you. Know Thy Team.",He show hit RHP consistently But good grief think among serious problems I help Know Thy Team,0,1
2631,Eric Karros Aramis Ramirez Sammy Sosa Kenny Lofton Mark Grudzielanek  Moises Alou Randall Simon  Mark Prior Kerry Wood Paul Bako,Eric Karros Aramis Ramirez Sammy Sosa Kenny Lofton Mark Grudzielanek Moises Alou Randall Simon Mark Prior Kerry Wood Paul Bako,0,1
2640,THIS GAME IS ALL I WAS LOOKING FOWARD TO DANGIT,THIS GAME IS ALL I WAS LOOKING FOWARD TO DANGIT,0,1
2643,The Cincinnati Reds should trade Leonardo Rivas to the Los Angeles Angels for Raisel Iglesias  https://t.co/gJElQjern7,The Cincinnati Reds trade Leonardo Rivas Los Angeles Angels Raisel Iglesias httpstcogJElQjern,0,1
2654,"As expected, Dave Martinez confirms that Jon Lester will start here tomorrow.   Other notes: Just a rest day for Victor Robles with him diving around the OF in recent games … Andrew Stevenson like stays with Red Wings until the break … Eyeing post-break return for Alex Avila.",As expected Dave Martinez confirms Jon Lester start tomorrow Other notes Just rest day Victor Robles diving around OF recent games Andrew Stevenson like stays Red Wings break Eyeing postbreak return Alex Avila,0,1
2684,TWELVE HOMERS IN HIS LAST TWELVE-PLUS GAMES I CAN’T BELIEVE THIS,TWELVE HOMERS IN HIS LAST TWELVEPLUS GAMES I CAN T BELIEVE THIS,0,1
2743,"@ArifHasanNFL ""I just looked at my wrist, I got time today""",ArifHasanNFL I looked wrist I got time today,0,1
2756,"Chris Taylor: went from Mariners afterthought to Dodgers All-Star.   You did it, CT3. 👏⭐️    https://t.co/UbXk4QNKyr",Chris Taylor went Mariners afterthought Dodgers AllStar You CT httpstcoUbXkQNKyr,0,1
2776,"Jack Nicklaus on his Donald Trump endorsement, Tiger’s future — and a pickleball injury  https://t.co/gdfnRPE873",Jack Nicklaus Donald Trump endorsement Tiger future pickleball injury httpstcogdfnRPE,0,1
2786,"Red Sox at Athletics: Hernández 2B, Verdugo DH, Martinez LF, Bogaerts SS, Devers 3B, Renfroe RF, Vázquez C, Dalbec 1B, Santana CF, Richards P",Red Sox Athletics Hernández B Verdugo DH Martinez LF Bogaerts SS Devers B Renfroe RF Vázquez C Dalbec B Santana CF Richards P,0,1
2845,"Nick Brueser was hit by a pitch in the 7th, but that was it for the home team. Angels win 4-0.  Shane McGuire and Jose Escorche both went 2-3.  #AzCL #Athletics  https://t.co/izvY08mHSN",Nick Brueser hit pitch th home team Angels win Shane McGuire Jose Escorche went AzCL Athletics httpstcoizvYmHSN,0,1
2878,@PaulaEbben Never an easy day for Mom and Dad 🥲,PaulaEbben Never easy day Mom Dad,0,1
2898,"#BREAKING: Secretary to New York Governor Andrew Cuomo Melissa DeRosa has resigned, according to the Wall Street Journal.  https://t.co/zEuAPQATqg",BREAKING Secretary New York Governor Andrew Cuomo Melissa DeRosa resigned according Wall Street Journal httpstcozEuAPQATqg,0,1
2944,#Pirates Lineup 08/26/21  1. Ben Gamel LF 2. Michael Chavis 2B 3. Bryan Reynolds CF 4. Colin Moran 1B 5. Wilmer Difo 3B 6. Gregory Polanco RF 7. Kevin Newman SS 8. Michael Perez C 9. Mitch Keller P  Starting Pitcher : Mitch Keller,Pirates Lineup Ben Gamel LF Michael Chavis B Bryan Reynolds CF Colin Moran B Wilmer Difo B Gregory Polanco RF Kevin Newman SS Michael Perez C Mitch Keller P Starting Pitcher Mitch Keller,0,1
2991,"Among the ""kitchen sink"" of medications Joe Rogan says he has taken following his COVID diagnosis is the horse dewormer ivermectin.  https://t.co/z4YfS3q7Vd",Among kitchen sink medications Joe Rogan says taken following COVID diagnosis horse dewormer ivermectin httpstcozYfSqVd,0,1
3031,"Which would feel worse for you?  Scenario 1 – If the #MNTwins paid big for Buxton and he ended up having a career depleted by injuries?  Scenario 2 – If they let him go and he becomes ""the next David Ortiz"" for another ballclub?",Which would feel worse Scenario If MNTwins paid big Buxton ended career depleted injuries Scenario If let go becomes next David Ortiz another ballclub,0,1
3044,"Despite the unexpected day off, Jorge López, Thomas Eshelman and Spenser Watkins will start the Orioles' final three games of the first half against the White Sox. Keegan Akin was supposed to be the bulk pitcher behind Dillon Tate's opener outing tonight.",Despite unexpected day Jorge López Thomas Eshelman Spenser Watkins start Orioles final three games first half White Sox Keegan Akin supposed bulk pitcher behind Dillon Tates opener outing tonight,0,1
3058,"Wow, people are very upset.  I don't know for sure if the two are related, but Hector Velázquez is on the Mexican national team that is going to Tokyo for the Olympics. So perhaps that.",Wow people upset I know sure two related Hector Velázquez Mexican national team going Tokyo Olympics So perhaps,0,1
3063,O’Neill’s back for a Waino-Cueto game ✌🏼 #STLCards  https://t.co/th5zFZfXub,O Neill back WainoCueto game STLCards httpstcothzFZfXub,0,1
3073,"Pirates Promote Santiago Florez to Greensboro, Jack Herman to Bradenton #Pirates  https://t.co/d5lwNJ1F9V",Pirates Promote Santiago Florez Greensboro Jack Herman Bradenton Pirates httpstcodlwNJFV,0,1
3096,Baker 🎯  #BrownsCamp | 📺  Training Camp Daily on Bally Sports Great Lakes  https://t.co/FQb1E1kn5z,Baker BrownsCamp Training Camp Daily Bally Sports Great Lakes httpstcoFQbEknz,0,1
3108,Players Required over the Years: Just was thinking about the pen and how many were used there this year and the injuries so I thought 'how has this changed over the years'? All data via the Lahman database ( https://t.co/4BcoUIN35u) Some basics to…  https://t.co/MLlp6ON1TA  https://t.co/rxPPy09Wur,Players Required Years Just thinking pen many used year injuries I thought changed years All data via Lahman database httpstcoBcoUINu Some basics httpstcoMLlpONTA httpstcorxPPyWur,0,1
3120,4th time Judge &amp; Stanton have homered in the same game this season.  Three of them have come against the Orioles.,th time Judge amp Stanton homered game season Three come Orioles,0,1
3178,"Mitch Keller's return to the Pirates' rotation didn't go great from a results standpoint, but he and the team are focusing on the positives, like that he looked ""much more confident.""  Check out what we've got on DKPS:  https://t.co/Pt2OIKlBhZ  https://t.co/SX4ztKUjJe",Mitch Kellers return Pirates rotation go great results standpoint team focusing positives like looked much confident Check got DKPS httpstcoPtOIKlBhZ httpstcoSXztKUjJe,0,1
3197,Photo Source - City of Vancouver Archives Photographer - Stuart Thomson Reference code - AM1535-: CVA 99-2837,Photo Source City Vancouver Archives Photographer Stuart Thomson Reference code AM CVA,0,1
3211,#Dodgers are recalling Brusdar Graterol to take Bauer's spot on the roster during his time on administrative leave.,Dodgers recalling Brusdar Graterol take Bauers spot roster time administrative leave,0,1
3212,BIG MEN UPFRONT - AND DAK UPRIGHT  Can #Cowboys Tackles Stay Healthy - To Keep #DakPrescott Healthy?  https://t.co/EO8GUkLvnh - @BlitzcastNFL,BIG MEN UPFRONT AND DAK UPRIGHT Can Cowboys Tackles Stay Healthy To Keep DakPrescott Healthy httpstcoEOGUkLvnh BlitzcastNFL,0,1
3288,On @SoxProspects News: Podcast Ep. #223: Yorke moving up  https://t.co/MA4voNRpZg,On SoxProspects News Podcast Ep Yorke moving httpstcoMAvoNRpZg,0,1
3302,Tee Times For Thursday And Friday Announced For The Open Championships at Royal St. George's   https://t.co/wTddZnXSOW,Tee Times For Thursday And Friday Announced For The Open Championships Royal St Georges httpstcowTddZnXSOW,0,1
3315,I CANNOT BELIEVE WHAT I AM WATCHING,I CAN NOT BELIEVE WHAT I AM WATCHING,0,1
3356,Here is how Jose Altuve walked off the Yankees again...and this time lost his shirt.  https://t.co/M2ybKmGDR5,Here Jose Altuve walked Yankees againand time lost shirt httpstcoMybKmGDR,0,1
3368,@Mr_Jay369 Kimbrel's WPA with the White Sox is negative due to a similar catastrophe against the Cubs. All things considered I think Kimbrel's probably the better pitcher but I'm pretty indifferent between who does what.,MrJay Kimbrels WPA White Sox negative due similar catastrophe Cubs All things considered I think Kimbrels probably better pitcher I pretty indifferent,0,1
3389,"Right-hander Andrew McInvale is minor-leaguer going to #Marlins with Joe Panik in #BlueJays trade for reliever Adam Cimber and outfielder Corey Dickerson, per multiple industry sources",Righthander Andrew McInvale minorleaguer going Marlins Joe Panik BlueJays trade reliever Adam Cimber outfielder Corey Dickerson per multiple industry sources,0,1
3411,"After missing three weeks, Nick Castellanos was back in the Reds lineup.  https://t.co/GWaZRUB7kG",After missing three weeks Nick Castellanos back Reds lineup httpstcoGWaZRUBkG,0,1
3473,OMG THE DBOOK NO CALL HAHAHAH ADAM SILVER YOU NASTY NASTY MAN,OMG THE DBOOK NO CALL HAHAHAH ADAM SILVER YOU NASTY NASTY MAN,0,1
3478,"Baylor's Slap on the Wrist Doesn't Feel Right, But There's Not Much NCAA Rules Could Do | Sports Illustrated  https://t.co/ovOURJhMJA",Baylors Slap Wrist Doesnt Feel Right But There Not Much NCAA Rules Could Do Sports Illustrated httpstcoovOURJhMJA,0,1
3521,@ChrisLee1515 Stopped hurting for a while but then I did like 4 reps of shoulder press and couldn’t get it up after and it’s been a dull pain since  Somethings definitely wrong lol,ChrisLee Stopped hurting I like reps shoulder press get dull pain since Somethings definitely wrong lol,0,1
3622,Head Athletic Trainer - Dubuque Fighting Saints (Dubuque · IA)  https://t.co/O3hbJIIWVf,Head Athletic Trainer Dubuque Fighting Saints Dubuque IA httpstcoOhbJIIWVf,0,1
3655,Nick Chubb's New Cereal Is A Huge Hit Among #Browns Fans And Others     https://t.co/FwTky4PwPt,Nick Chubbs New Cereal Is A Huge Hit Among Browns Fans And Others httpstcoFwTkyPwPt,0,1
3666,"Following a JD Martinez single....Xander Bogaerts with an RBI Double, 2-0 #RedSox - @WBZ",Following JD Martinez singleXander Bogaerts RBI Double RedSox WBZ,0,1
3667,"Grand Roopram Roti Restaurant; Coronastraat, Paramaribo, Suriname  https://t.co/HspANneDFG  https://t.co/uSpDC46YoT",Grand Roopram Roti Restaurant Coronastraat Paramaribo Suriname httpstcoHspANneDFG httpstcouSpDCYoT,0,1
3673,Disney Theme Parks Turn Profit For First Time Since Pandemic Struck  https://t.co/32cgJMcdFJ,Disney Theme Parks Turn Profit For First Time Since Pandemic Struck httpstcocgJMcdFJ,0,1
3678,Ready to be hurt again. #Dodgers,Ready hurt Dodgers,0,1
3681,Avi Garcia back in RF for #Brewers today.,Avi Garcia back RF Brewers today,0,1
3687,Reds notes  -Prospect Mark Kolozsvary on his anticipation to play for Team USA in the Olympics -Tyler Naquin update -Michael Lorenzen update    https://t.co/v1Z4GyXKyM,Reds notes Prospect Mark Kolozsvary anticipation play Team USA Olympics Tyler Naquin update Michael Lorenzen update httpstcovZGyXKyM,0,1
3690,"No limitations will be placed on Game 2 starter Aaron Ashby, manager Craig Counsell says.",No limitations placed Game starter Aaron Ashby manager Craig Counsell says,0,1
3701,"#Padres-#Reds series preview:  San Diego in Cincinnati to face team they swept two weekends ago; Jake Cronenworth as hot as any Padre, while #Reds have lost 7 of 11.  Plus pitching matchups and health updates.    https://t.co/xTzP3IPdGe  https://t.co/WsgKf8K9hw",PadresReds series preview San Diego Cincinnati face team swept two weekends ago Jake Cronenworth hot Padre Reds lost Plus pitching matchups health updates httpstcoxTzPIPdGe httpstcoWsgKfKhw,0,1
3710,"After three long weeks, @giantprospectiv returns with a complete rundown of the pitching prospects throughout the #SFGiants farm system.  https://t.co/TB1bWllOI6",After three long weeks giantprospectiv returns complete rundown pitching prospects throughout SFGiants farm system httpstcoTBbWllOI,0,1
3713,"The A's are having some RISP issues, but not Jed Lowrie, who into the game batting .397 with RISP. He singles home Andrus and a wild pitch scores Olson to give the A's a 6-4 lead in the 11th.",The As RISP issues Jed Lowrie game batting RISP He singles home Andrus wild pitch scores Olson give As lead th,0,1
3732,"The Red Sox may piggyback starters or taper some of them back in the second half coming of a short season last year. Now fully healthy Tanner Houck will be in the mix.  “There’s no restriction at all with any pitches thrown. It’s Tanner Houck electricity.""  https://t.co/Kmtp2Apcd6",The Red Sox may piggyback starters taper back second half coming short season last year Now fully healthy Tanner Houck mix There restriction pitches thrown It Tanner Houck electricity httpstcoKmtpApcd,0,1
3740,"Good morning,   Daily reminder that in 287 days we can elect a government that will clear the surgery backlog, instead of leaving thousands of Ontarians without answers.",Good morning Daily reminder days elect government clear surgery backlog instead leaving thousands Ontarians without answers,0,1
3743,lmfao Luke Voit is all of us  https://t.co/R5u0pIGScI,lmfao Luke Voit us httpstcoRupIGScI,0,1
3780,@StrategyNCents I've covered this team since August of 2006 . I've seen way worse,StrategyNCents I covered team since August I seen way worse,0,1
3785,"Giants win 5-2, take series three games to one, they're an ML best 53-30 and maintain half game lead in NL West. DeSclafani improves to 9-3, and in biggest/best news for team: Posey doesn't have a fracture.",Giants win take series three games one ML best maintain half game lead NL West DeSclafani improves biggestbest news team Posey fracture,0,1
3803,"Another day, another comeback W!  Recap ➡️  https://t.co/R5PLpPdKEs  Highlights ➡️  https://t.co/dpFUAiRijg  https://t.co/1HxYPY5bDT",Another day another comeback W Recap httpstcoRPLpPdKEs Highlights httpstcodpFUAiRijg httpstcoHxYPYbDT,0,1
3848,"The Twins start a 4-game series tonight vs. the Angels, the big story is the trade of Nelson Cruz to Tampa Bay. We will hear from Nelson on the trade coming up on the Edina Realty Pregame Lineup Card at 6:30 on @ticasino baseball network, @wccoradio, @1029TheWolfMN &amp; @Audacy app.",The Twins start game series tonight vs Angels big story trade Nelson Cruz Tampa Bay We hear Nelson trade coming Edina Realty Pregame Lineup Card ticasino baseball network wccoradio TheWolfMN amp Audacy app,0,1
3883,Tingler feels “confident” that Snell will start tomorrow.,Tingler feels confident Snell start tomorrow,0,1
3892,"Final: Lehigh Valley 5, RailRiders 4.  RailRiders won't be back in Moosic until Aug. 31.",Final Lehigh Valley RailRiders RailRiders back Moosic Aug,0,1
3903,Antonio Brown is a more deserving of the Hall of Fame than Hines Ward or Maurkice Pouncey.,Antonio Brown deserving Hall Fame Hines Ward Maurkice Pouncey,0,1
3914,Derek Shelton said Max Kranick will be sent back to Indy after tonight. Just a spot start for now. Adds that doesn't mean he won't be back.,Derek Shelton said Max Kranick sent back Indy tonight Just spot start Adds mean back,0,1
3937,It's a double header day for the #Rays today against Cleveland:  https://t.co/mz0uZnQUjF,Its double header day Rays today Cleveland httpstcomzuZnQUjF,0,1
3957,"@SportsTalkTrav If we gave you a pair of free tickets would that convince you to be ""sick"" that day?",SportsTalkTrav If gave pair free tickets would convince sick day,0,1
3964,Our #Rays pregame blog is updated:  https://t.co/sofrpb9Rw3  Join us at 11:30 for This Week in @RaysBaseball With @Collin_McHugh @vidalbrujan @RondeyLinares &amp; much more:,Our Rays pregame blog updated httpstcosofrpbRw Join us This Week RaysBaseball With CollinMcHugh vidalbrujan RondeyLinares amp much,0,1
3970,"On Baseball: #RedSox beat #Yankees again. But for Alex Cora, it’s not time to gloat as rivals deal with Covid outbreak:   https://t.co/rkk5Y8BurI",On Baseball RedSox beat Yankees But Alex Cora time gloat rivals deal Covid outbreak httpstcorkkYBurI,0,1
